diagnostic,specialty
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Absceso de la bolsa sinovial,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
ARTROSIS CADERA SEVERA,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
ARTROSIS RODILLAS BILATERAL,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fibromatosis de la aponeurosis palmar Dupuytren,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Otros trastornos de la sinovia y del tendon,(trastornos de los tendones y de la sinovia)",TRAUMATOLOGIA
"Trastornos de disco lumbar y otros, con radiculopatia",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Examen odontológico,TRAUMATOLOGIA
Otras deformidades adquiridas del tobillo y del pie,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otros desplazamientos de disco cervical,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Coxartrosis a consecuencia de displasia, bilateral",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
"Otros trastornos de la sinovia y del tendon,(trastornos de los tendones y de la sinovia)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Tumor benigno de los huesos pelvicos, sacro y coccix",TRAUMATOLOGIA
Otros examenes especiales e investigaciones en personas sin quejas o sin diagnosticos informados,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Fractura del antebrazo, parte no especificada",TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
"Sinovitis y tenosinovitis,(trastornos de los tendones y de la sinovia)",TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Deformidad congenita de la cadera, no especificada",TRAUMATOLOGIA
Otras sinovitis y tenosinovitis,TRAUMATOLOGIA
Esguinces y torceduras de la articulacion acromioclavicular,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pie cavus,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Otras lesiones del hombro,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
SOSPECHA DE MENISCOPATIA,TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
HIPERLORDOSIS LUMBAR,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Artrosis primaria de otras articulaciones,TRAUMATOLOGIA
Anomalías de la posición del diente,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Esguinces y torceduras del codo,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Ruptura espontanea de tendones flexores,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Fractura de otras partes y de las no especificadas de la muñeca y de la mano,TRAUMATOLOGIA
"Fractura de la pierna, inclusive el tobillo",TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Fractura del maleolo interno,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
OMALGIA BILATERAL,TRAUMATOLOGIA
Examen odontológico,TRAUMATOLOGIA
Otros trastornos sinoviales y tendinosos en enfermedades clasificadas en otra parte,TRAUMATOLOGIA
Otros quistes óseos,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Tumor maligno de la prostata, ( de los organos genitales masculinos)",TRAUMATOLOGIA
Bronquitis aguda,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Chasquido de la cadera,TRAUMATOLOGIA
Luxacion de la cabeza del radio,TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Tendinitis aquiliana,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Otras deformidades congenitas de los pies,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
QUISTE SINOVIAL PALMAR,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Contusion de la rodilla,TRAUMATOLOGIA
Esguinces y torceduras de otras partes y las no especificadas de la rodilla,TRAUMATOLOGIA
HOMBRO DOLOROSO,TRAUMATOLOGIA
"Trastorno de los discos intervertebrales, no especificado",TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
TENOSINOVITIS FLEXOR DEDO MANO,TRAUMATOLOGIA
Otras lesiones del hombro,TRAUMATOLOGIA
Dientes incluidos,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Otras anormalidades de la marcha y de la movilidad y las no especificadas,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de los huesos de otro(s) dedo(s) del pie,TRAUMATOLOGIA
Fractura de la epífisis inferior del radio,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
LUMBOCIATICA MECANICA AGUDA,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
"Fascitis, no clasificada en otra parte",TRAUMATOLOGIA
Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Artrosis secundaria multiple,TRAUMATOLOGIA
Obesidad,TRAUMATOLOGIA
GONARTROSIS,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Tendinitis calcificada,TRAUMATOLOGIA
Luxacion de la cadera,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Fractura de otros huesos metacarpianos,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
"Sinovitis y tenosinovitis,(trastornos de los tendones y de la sinovia)",TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Poliartrosis, no especificada",TRAUMATOLOGIA
FRACTURA DEL TERCER HUESO METATARSIANO,TRAUMATOLOGIA
Dolor pelvico y perineal,TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Pericoronaritis,TRAUMATOLOGIA
"Fascitis, no clasificada en otra parte",TRAUMATOLOGIA
Observación por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
Otros trastornos de la rotula,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observación por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
COXALGIA,TRAUMATOLOGIA
Otra atencion medica,TRAUMATOLOGIA
"Coxartrosis a consecuencia de displasia, bilateral",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Entesopatia, no especificada",TRAUMATOLOGIA
Fractura de otras partes del antebrazo,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
"Coxartrosis, no especificada",TRAUMATOLOGIA
Otros quistes de la bolsa serosa,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
Caries dental,TRAUMATOLOGIA
"Osteomielitis, no especificada",TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Fractura de la epifisis inferior del cubito y del radio,TRAUMATOLOGIA
"Hiperhidrosis, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras deformidades valgus congenitas de los pies,TRAUMATOLOGIA
"Otras artropatias especificas, no clasificadas en otra parte",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Enfermedad pulmonar obstructiva cronica con infeccion aguda de las vias respiratorias inferiores,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Fracturas que afectan multiples regiones de un miembro inferior,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Fractura de la diafisis de la tibia,TRAUMATOLOGIA
Fractura de la epifisis inferior del humero,TRAUMATOLOGIA
Dedo en gatillo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
"Luxacion del codo, no especificada",TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
FASCITIS PLANTAR,TRAUMATOLOGIA
ENFERMEDAD DE DUPUYTREN,TRAUMATOLOGIA
Otros quistes foliculares de la piel y del tejido subcutáneo,TRAUMATOLOGIA
Traumatismo del tendon del manguito rotatorio del hombro,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
"Otras malformaciones congenitas del (de los) miembro(s) superior(es), incluida la cintura escapular",TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
MENISCOPATIA BILATERAL,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
"Luxacion congenita de la cadera, unilateral",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
"Secuelas de luxacion, torcedura y esguince de miembro superior",TRAUMATOLOGIA
HOMBRO DOLOROSO,TRAUMATOLOGIA
Otros desplazamientos especificados de disco intervertebral,TRAUMATOLOGIA
Esguinces y torceduras de otras partes y las no especificadas de la rodilla,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"ATENCION MEDICA, NO ESPECIFICADA",TRAUMATOLOGIA
Pie plano congénito,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Gonartrosis, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Esguinces y torceduras de dedo(s) de la mano,TRAUMATOLOGIA
Dientes incluidos,TRAUMATOLOGIA
"DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS",TRAUMATOLOGIA
Luxacion de la articulacion del hombro,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
Traumatismo del musculo y tendon intrinseco de otro(s) dedo(s) a nivel de la muñeca y de la mano,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Espolon calcaneo,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Fractura del astragalo,TRAUMATOLOGIA
Esguinces y torceduras que comprometen el ligamento cruzado (anterior) (posterior) de la rodilla,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Fractura de otras partes del hombro y del brazo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
"Artritis, no especificada",TRAUMATOLOGIA
Fibromatosis de la aponeurosis palmar Dupuytren,TRAUMATOLOGIA
ARTROSIS COLUMNA CERVICAL,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Fractura a nivel de la muñeca y de la mano,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Otros examenes especiales e investigaciones en personas sin quejas o sin diagnosticos informados,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Fractura de la pierna, parte no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observación por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Dolor en la columna dorsal,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Caries dental,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Fractura del cuello de fémur,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
ALGIA PELVICA,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Otras artrosis ,(artrosis)",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Otros trastornos de los musculos,(trastornos de los musculos)",TRAUMATOLOGIA
Ganglion,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Luxacion del codo, no especificada",TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Síndrome de abducción dolorosa del hombro,TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Ruptura espontanea de tendon no especificado,TRAUMATOLOGIA
Otras bursitis de la rodilla,TRAUMATOLOGIA
Fractura de la clavicula,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Concusion y edema de la medula espinal lumbar,TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
QUISTE SINOVIAL DEDO MEDIO,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Esguinces y torceduras de otras partes y las no especificadas de la rodilla,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
ARTRALGIA CADERAS,TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Síndrome del túnel carpiano,TRAUMATOLOGIA
Deformaciones congenitas de la cadera,TRAUMATOLOGIA
"Traumatismo multiples, no especificados",TRAUMATOLOGIA
Cefalea,TRAUMATOLOGIA
ARTRALGIA,TRAUMATOLOGIA
"Fractura de la pierna, parte no especificada",TRAUMATOLOGIA
LUMBOCIATICA MECANICA AGUDA,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Quiste sinovial del hueco popliteo de Baker,TRAUMATOLOGIA
Cervicalgia,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
"Artritis reumatoide, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Control de salud de rutina del niño,TRAUMATOLOGIA
Esguinces y torceduras de otras partes y las no especificadas de la rodilla,TRAUMATOLOGIA
Sindrome del manguito rotatorio,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Trastorno de los discos intervertebrales, no especificado",TRAUMATOLOGIA
TENDINITIS RADIAL,TRAUMATOLOGIA
"Dorsalgia, (otras dorsopatias)",TRAUMATOLOGIA
Control de salud de rutina del niño,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
"Trastorno de los discos intervertebrales, no especificado",TRAUMATOLOGIA
Obesidad,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de los huesos de otro(s) dedo(s) del pie,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Quiste sinovial del hueco popliteo de Baker,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Fractura de otro(s) hueso(s) del carpo,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Síndrome del manguito rotatorio,TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
"Subluxación congénita de la cadera, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Tendinitis aquiliana,TRAUMATOLOGIA
Otros traumatismos y los no especificados de la muñeca y de la mano,TRAUMATOLOGIA
"Artropatia en otras enfermedades especificadas, clasificadas",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Espondilopatia, no especificada",TRAUMATOLOGIA
Otros quistes de la bolsa serosa,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Epicondilitis media,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
"Otras artrosis ,(artrosis)",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Enfermedad de la lengua, no especificada",TRAUMATOLOGIA
Talipes calcaneovalgus,TRAUMATOLOGIA
